PRODUCT_AREA,TYPE_NAME_ENGLISH,count
Airpurifiers & accessories,Filter for particle removal,46
Airpurifiers & accessories,Filter for gas cleaning,12
Airpurifiers & accessories,2-piece filter set,10
Armchairs,Armchair,231
Armchairs,Chair,73
Armchairs,Easy chair,47
Armchairs,Armchair and ottoman,37
Armchairs,Cover for armchair,35
Armchairs,Armchair frame,24
Armchairs,Wing chair,8
Armchairs,Rocking chair,7
Artificial flowers,Artificial leaf,126
Artificial flowers,Artificial flower,87
Artificial flowers,Dried bouquet,78
Artificial flowers,Dried parts of flowers/plants,26
Artificial flowers,Artificial bouquet,20
Artificial flowers,Wreath,10
Artificial flowers,Artificial garland,6
Artificial flowers,Artificial spray,6
Artificial plants,Artificial potted plant,1583
Artificial plants,Artificial potted plant with pot,86
Artificial plants,"Artifi potted plant w pot, set of 3",34
Artificial plants,Artificial plant with wall holder,11
Artificial plants,Artificial plant,5
Baby eating & care,Plate,257
Baby eating & care,Bowl,201
Baby eating & care,Junior chair,184
Baby eating & care,18-piece cutlery set,177
Baby eating & care,Children's stool,165
Baby eating & care,Bib,161
Baby eating & care,Washcloth,141
Baby eating & care,Tumbler,139
Baby eating & care,Spoon,104
Baby eating & care,Children's potty,84
Baby eating & care,3-piece cutlery set,79
Baby eating & care,Toilet seat,47
Baby eating & care,Training beaker,39
Baby eating & care,Feeding and baby spoon,31
Baby eating & care,4-piece dinnerware set,28
Baby eating & care,Place mat,25
Baby eating & care,Baby towel with hood,21
Baby eating & care,Stor baskets changing tbl set of 4,20
Baby eating & care,Door stop,19
Baby eating & care,Corner bumper,18
Baby eating & care,Supporting cushion,17
Baby eating & care,Cover for babycare mat,11
Baby eating & care,Plate/bowl,11
Baby eating & care,Babycare mat,7
Baby eating & care,Muslin square,6
Baby sleep textiles,Duvet cover 1 pillowcase for cot,21
Baby sleep textiles,Blanket,19
Baby sleep textiles,Duvet cover 1 pillowcase for crib,17
Baby sleep textiles,Rug,14
Baby sleep textiles,Mattress protector,13
Baby sleep textiles,Baby blanket,7
Baby sleep textiles,"Curtains with tie-backs, 1 pair",3
Baby sleep textiles,Fitted sheet for bassinet,1
Bags and travel accessories,"Carrier bag, large",397
Bags and travel accessories,Bag,391
Bags and travel accessories,Shopping bag,320
Bags and travel accessories,"Carrier bag, medium",258
Bags and travel accessories,"Net bag, set of 2",145
Bags and travel accessories,Hat,116
Bags and travel accessories,Umbrella,71
Bags and travel accessories,Mesh bag,52
Bags and travel accessories,Luggage tag,18
Bags and travel accessories,Bottle,15
Bags and travel accessories,Trolley,9
Bags and travel accessories,"Mesh bag, set of 2",7
Bags and travel accessories,Backpack,6
Bags and travel accessories,Carrier bag,3
Bakeware,Rubber spatula,133
Bakeware,Flour sifter,80
Bakeware,Baking pan,66
Bakeware,Pastry brush,60
Bakeware,Baking mat,55
Bakeware,"Mixing bowl, set of 2",48
Bakeware,Springform pan,42
Bakeware,Shaker,39
Bakeware,Loaf tin,38
Bakeware,Bowl,36
Bakeware,Mixing bowl,35
Bakeware,"Cookie cutter, set of 5",33
Bakeware,Muffin tin,33
Bakeware,"Spatula, set of 2",33
Bakeware,Rolling pin,32
Bakeware,Pie dish,29
Bakeware,Loose-base cake tin,23
Bakeware,Bowl scraper,22
Bakeware,Dough cutter,20
Bakeware,"Measuring cup, set of 2",20
Bakeware,"Pastry cutter, set of 5",20
Bakeware,Ramekin,20
Bakeware,Cooling rack,19
Bakeware,Offset spatula,15
Bakeware,Pie plate,13
Bakeware,"Baking frame, adjustable",12
Bakeware,Proofing/bread basket,12
Bakeware,"Baking cup, paper",11
Bakeware,"Measuring cups, set of 4",11
Bakeware,Piping tool,10
Bakeware,"Cookie scoop, set of 2",9
Bakeware,Cover for rolling pin,4
Bakeware,Baking cup,2
Bakeware,Baking mold,2
Bakeware,Mixing bowl with lid,2
Bakeware,Muffin mould,2
Bakeware,Baking tin,1
Bakeware,Measuring cup,1
Bakeware,Measuring jug,1
Bakeware,Muffin pan,1
Bar stools,Bar stool with backrest,400
Bar stools,Bar stool,299
Bar stools,"Bar stool with backrest, foldable",100
Bar stools,Cover for bar stool with backrest,32
Bar stools,Barstool frame,4
Bases and slats,Slatted bed base,805
Bases and slats,Slatted mattress base for bed frame,48
Bases and slats,Slatted mattress base with legs,19
Bath textile accessories,Bath robe,331
Bath textile accessories,Bathrobe,189
Bath textile accessories,Hair towel wrap,21
Bath textile accessories,Eye mask,20
Bath textile accessories,Scrub belt,20
Bath textile accessories,Scrub mit,19
Bath textile accessories,Reusable cleansing pads with bag,12
Bath textile accessories,Toiletry bag,11
Bath textile accessories,Headband with nylon fastener,6
Bathmats,Bath mat,1500
Bathroom around the sink,Soap dispenser,568
Bathroom around the sink,Mirror,180
Bathroom around the sink,3-piece bathroom set,101
Bathroom around the sink,"Jar with lid and tray, set of 5",65
Bathroom around the sink,Body puff,64
Bathroom around the sink,Soap dish with suction cup,62
Bathroom around the sink,"Box with lid, set of 5",60
Bathroom around the sink,Toothbrush holder,57
Bathroom around the sink,Storage box with mirrored lid,38
Bathroom around the sink,Tray,33
Bathroom around the sink,Toothbrush holder with suction cup,30
Bathroom around the sink,Mini chest with 2 drawers,25
Bathroom around the sink,Box with compartments,24
Bathroom around the sink,Soap dish,21
Bathroom around the sink,Mug,14
Bathroom around the sink,"Storage unit, set of 2",11
Bathroom around the sink,Glass shelf,9
Bathroom around the sink,Storage basket,6
Bathroom around the sink,Container,4
Bathroom furniture,Mirror cabinet with 2 doors,176
Bathroom furniture,Bathroom vanity,120
Bathroom furniture,High cabinet,116
Bathroom furniture,Wash-stand with 2 drawers,62
Bathroom furniture,Wall cabinet with 1 door,58
Bathroom furniture,Leg,49
Bathroom furniture,High cabinet with mirror door,42
Bathroom furniture,Mirror,38
Bathroom furniture,Wall shelf,33
Bathroom furniture,Corner cabinet,30
Bathroom furniture,Sink cabinet with 2 drawers,29
Bathroom furniture,Mirror cabinet with 1 door,27
Bathroom furniture,Countertop,24
Bathroom furniture,Open sink cabinet with 2 drawers,23
Bathroom furniture,Sink cabinet with 4 drawers,22
Bathroom furniture,Laundry cabinet,21
Bathroom furniture,Wall fr w shelves,16
Bathroom furniture,Wall cb w 2 shelves,13
Bathroom furniture,High cb w 4 shelves,12
Bathroom furniture,Mirror with shelf,12
Bathroom furniture,High fr w shelves,11
Bathroom furniture,Open wash-stand with 4 drawers,11
Bathroom furniture,Wall cb with 2 doors,10
Bathroom furniture,Door,9
Bathroom furniture,Wash-basin base cabinet w 2 doors,9
Bathroom furniture,High cabinet with 2 doors,8
Bathroom furniture,Mirror cb with 2 doors,8
Bathroom furniture,Mirror cb with 1 door,7
Bathroom furniture,Storage bench w towel rail/4 hooks,7
Bathroom furniture,Open wash-stand with 1 drawer,6
Bathroom furniture,Cabinet for washing machine,5
Bathroom furniture,Storage bench w/towel rail+4 hooks,5
Bathroom furniture,Storage combination,5
Bathroom furniture,Base cb f sink w 2 drawers,4
Bathroom furniture,Wash-basin cabinet,4
Bathroom furniture,Legs f cabinet,3
Bathroom furniture,Base cb f sink w 1 door,2
Bathroom furniture,Base cb f sink w 2 doors,2
Bathroom furniture,Bathroom,2
Bathroom furniture,Bathroom vanity 1 drawer,2
Bathroom furniture,Mirror cabinet,2
Bathroom furniture,Mirror door,2
Bathroom furniture,Open cabinet,2
Bathroom furniture,Base fr w shelves,1
Bathroom furniture,Base frame for sink,1
Bathroom furniture,Bath vanity with 1 drawer,1
Bathroom furniture,"Bathroom furniture, set of 5",1
Bathroom furniture,Hanging mirror f frame,1
Bathroom furniture,Laundry,1
Bathroom furniture,Legs f frame,1
Bathroom furniture,Vanity cabinet with 1 door,1
Bathroom lighting,Wall lamp with 3-spots,5
Bathroom sinks,"Water trap, 1 bowl",27
Bathroom sinks,Sink with water trap,3
Bathroom sinks,Connecting hardware,1
Bathroom sinks,Sink,1
Bathroom small furniture,Shelf unit,851
Bathroom small furniture,Cart,318
Bathroom small furniture,Step stool,145
Bathroom small furniture,Shelving unit,122
Bathroom small furniture,Trolley,118
Bathroom small furniture,Corner shelf unit,73
Bathroom small furniture,Bench,71
Bathroom small furniture,Bathroom shelf unit,64
Bathroom small furniture,Storage stool,39
Bathroom small furniture,Towel rack chair,37
Bathroom small furniture,Sink shelf/corner shelf,31
Bathroom small furniture,Towel stand,11
Bathroom small furniture,Wall cabinet w shelves/glass door,11
Bathroom small furniture,Laundry bin with casters,8
Bathroom small furniture,Laundry bag with castors,7
Bathroom taps,Bath faucet,7
Bathroom taps,Mist nozzle for mixer tap,2
Bathroom towel solutions,Hook with suction cup,121
Bathroom towel solutions,Hanger for door,93
Bathroom towel solutions,Towel rail,83
Bathroom towel solutions,Wall shelf with towel rail,49
Bathroom towel solutions,Towel rack with suction cup,41
Bathroom towel solutions,Towel holder 3 bars,37
Bathroom towel solutions,"Hook, self-adhesive",31
Bathroom towel solutions,Hook,28
Bathroom towel solutions,Towel hanger,21
Bathroom towel solutions,Wall shelf with 5 hooks,15
Bathroom towel solutions,"Towel holder, 3 bars",13
Bathroom towel solutions,Hook for door,12
Bathroom towel solutions,Swivel shelf,6
Bathroom towel solutions,Knob,5
Bathroom towel solutions,Rail for hooks,4
Bathroom towel solutions,Hanging shelf insert,2
"Bathroom, shower and toilet solutions",Toilet brush/holder,512
"Bathroom, shower and toilet solutions",Toilet roll holder,104
"Bathroom, shower and toilet solutions",Bathtub mat,93
"Bathroom, shower and toilet solutions",Toilet brush,90
"Bathroom, shower and toilet solutions",Basket with suction cup,84
"Bathroom, shower and toilet solutions",Trash can,63
"Bathroom, shower and toilet solutions",Corner shelf unit with suction cup,59
"Bathroom, shower and toilet solutions",Touch top bin,53
"Bathroom, shower and toilet solutions",Basket,26
"Bathroom, shower and toilet solutions",Toilet paper,22
"Bathroom, shower and toilet solutions",Corner wall shelf unit,18
"Bathroom, shower and toilet solutions",Squeegee with hanger,18
"Bathroom, shower and toilet solutions",Shower/soap basket with hook,16
"Bathroom, shower and toilet solutions",Replacement brush,13
"Bathroom, shower and toilet solutions","Shower caddy, two tiers",13
"Bathroom, shower and toilet solutions",Shower shelf,9
"Bathroom, shower and toilet solutions",Waste bin,9
"Bathroom, shower and toilet solutions",Toilet roll holder with suction cup,7
"Bathroom, shower and toilet solutions",Toilet roll stand,7
"Bathroom, shower and toilet solutions",Touch top trash can,5
Bed frames and beds with non upholstered headboards,Bed frame,245
Bed frames and beds with non upholstered headboards,Bed frame with storage,213
Bed frames and beds with non upholstered headboards,Bed with headboard and storage,85
Bed frames and beds with non upholstered headboards,Headboard,63
Bed frames and beds with non upholstered headboards,Bed frame w storage and headboard,47
Bed frames and beds with non upholstered headboards,Bed frame with storage & headboard,36
Bed frames and beds with non upholstered headboards,"Underbed storage box, set of 2",29
Bed frames and beds with non upholstered headboards,Bed frame with 4 storage boxes,25
Bed frames and beds with non upholstered headboards,Headboard with storage compartment,24
Bed frames and beds with non upholstered headboards,Bed frame with 2 storage boxes,18
Bed frames and beds with non upholstered headboards,Four-poster bed frame,5
Beds others,Midbeam,209
Beds others,Leg,50
Beds others,Bed storage box,26
Beds others,Underbed storage/bedside table,13
Beds others,Headboard,9
Bedside tables,Bedside table,885
Bedside tables,Nightstand,775
Bedside tables,2-drawer chest,762
Bedside tables,Chest of 2 drawers,590
Bedside tables,Bedside table/shelf unit,6
Bedspreads,Bedspread,421
Bedspreads,Comforter and pillowcase(s),201
Bedspreads,Blanket,5
Benches and sofas,Bench,151
Benches and sofas,Bench with storage,45
Beverage,"Ground coffee, dark roast",150
Beverage,Lingonberry syrup,106
Beverage,Elderflower syrup,71
Beverage,Blueberry syrup,42
Beverage,Sparkling apple & lingonberry drink,35
Beverage,Sparkling pear drink,34
Blinds,Pleated blind,77
Blinds,Roman blind,57
Blinds,Block-out pleated blind,37
Blinds,Cellular blind,4
Blinds,Cellular blind w hub kit,1
Boards and wall organisers,Pegboard,577
Boards and wall organisers,Hook,277
Boards and wall organisers,Container,253
Boards and wall organisers,Rail,139
Boards and wall organisers,Shelf,133
Boards and wall organisers,Magnetic knife rack,131
Boards and wall organisers,Pegboard combination,115
Boards and wall organisers,S-hook,81
Boards and wall organisers,Container with lid,73
Boards and wall organisers,Spice rack,67
Boards and wall organisers,Memo board,64
Boards and wall organisers,Rail with 4 hooks and 2 containers,63
Boards and wall organisers,Clip,59
Boards and wall organisers,Magnetic clip,53
Boards and wall organisers,"Storage basket, set of 3",48
Boards and wall organisers,Wall grid,38
Boards and wall organisers,Hook rack,35
Boards and wall organisers,Elastic cord,30
Boards and wall organisers,Connector,29
Boards and wall organisers,Memo board with pins,26
Boards and wall organisers,Dish drainer,21
Boards and wall organisers,Magazine holder,21
Boards and wall organisers,Connector for SKÅDIS pegboards.,18
Boards and wall organisers,Kitchen roll holder,14
Boards and wall organisers,Wall organiser,14
Boards and wall organisers,Adjustable rack with hooks,13
Boards and wall organisers,Freestanding peg board,13
Boards and wall organisers,Suspension rail,13
Boards and wall organisers,Wall shelf,13
Boards and wall organisers,Bag,12
Boards and wall organisers,Memo board with clips,12
Boards and wall organisers,Shelf/dish drainer,12
Boards and wall organisers,Tablet stand,11
Boards and wall organisers,Triple hook with suction cup,10
Boards and wall organisers,Wall shelf with suction cup,10
Boards and wall organisers,8-piece storage board set,7
Boards and wall organisers,Suspension rail with shelves,7
Boards and wall organisers,Container with suction cup,6
Boards and wall organisers,Kitchen organiser set,6
Boards and wall organisers,Kitchen organizer set,6
Boards and wall organisers,Suspension rail with shelf/wll grid,6
Boards and wall organisers,Wall organiser w hooks,6
Boards and wall organisers,Suspension rail w shelves and rail,5
Boards and wall organisers,Connector for wardrobe,4
Boards and wall organisers,Rail with 5 hooks and 1 container,4
Boards and wall organisers,Rail with 5 hooks and tablet stand,3
Boards and wall organisers,Wall grid with storage,3
Boards and wall organisers,Wall organizer w hooks,3
Boards and wall organisers,"Rails w hooks, tblt stand+container",2
Boards and wall organisers,Susp rail/shlf/dish dra/rail/wll gr,2
Boards and wall organisers,Suspension rail w shelves/wll grids,1
Boards and wall organisers,Wall storage with grid + knife rack,1
Bookcases,Bookcase,3865
Bookcases,Extra shelf,147
Bookcases,Height extension unit,86
Bookcases,Glass door,77
Bookcases,Bookcase with doors,70
Bookcases,Bookcase with panel/glass doors,64
Bookcases,Door,54
Bookcases,Panel/glass door,52
Bookcases,Corner hardware,44
Bookcases,Bookcase combination/crnr solution,22
Bookcases,Bookcase with panel/glass door,21
Bookcases,Bookcase with glass-door,18
Bookcases,Bookcase with glass-doors,13
Bookcases,Bookcase w hght ext ut/pnl/glss drs,11
Bookcases,Bookcase combination w glass doors,9
Bookcases,Drawer,8
Bookcases,Bookcase with door,6
Bookcases,Bookcase with drawer,6
Bookcases,Bookcase+height extension & doors,6
Bookcases,Bookcase corner comb w ext units,4
Bookcases,Bookcase with glass door,2
Bookcases,Bookcase combination with doors,1
Bookcases,Bookcase with glass doors,1
Bookcases,Shelf,1
Boxes and baskets,Box,1627
Boxes and baskets,Box with lid,1183
Boxes and baskets,Basket,1119
Boxes and baskets,Storage box with lid,479
Boxes and baskets,Storage box,77
Boxes and baskets,"Box, set of 3",62
Boxes and baskets,"Box with lid, set of 3",59
Boxes and baskets,Lid for box 11/22 l,50
Boxes and baskets,Lid for box 45/65 l,35
Boxes and baskets,4-piece bathroom set,31
Boxes and baskets,"Lid for box, 5 L",27
Boxes and baskets,"Box with lid, set of 2",17
Boxes and baskets,Lid for box 55/130 l,15
Boxes and baskets,"Basket, set of 2",9
Boxes and baskets,Lid,8
Boxes and baskets,"Storage box with lid, set of 2",8
Boxes and baskets,Basket with lid,4
Boxes and baskets,Box with compartments,2
Boxes and baskets,Trolley,2
Bread & dairy,Multigrain crispbread,286
Bread & dairy,Rye crispbread,274
Bread & dairy,Granola,44
Candleholders,Tealight holder,276
Candleholders,Lantern for block candle,261
Candleholders,"Candlestick, set of 3",92
Candleholders,"Lantern for tealight, in/outdoor",82
Candleholders,Candle dish,52
Candleholders,Candlestick,29
Candleholders,Candle holder,22
Candleholders,Vase/lantern,19
Candleholders,"Lantern f block candle, in/outdoor",18
Candleholders,"Lantern for candle, indoor/outdoor",16
Candleholders,Candle snuffer,13
Candleholders,"Candle holder, set of 3",11
Candleholders,Lantern for tealight,9
Candleholders,Lid for scented candle,9
Candleholders,Block candle holder,6
Candleholders,Lantern,3
Candleholders,"Lantern for pillar candle, in/out",3
Candleholders,Candlestick/tealight holder,2
Candleholders,"Lantern f/tealight, indoor/outdoor",1
Candles and atmosphere light,Unscented tealights,956
Candles and atmosphere light,Unscented chandelier candle,342
Candles and atmosphere light,Unscented block candle,149
Candles and atmosphere light,Unscented candle in metal cup,117
Candles and atmosphere light,"Unscented block candle, set of 5",62
Candles and atmosphere light,Unscented candle,57
Candles and atmosphere light,Unscented pillar candle,27
Candles and atmosphere light,LED candle,13
Candles and atmosphere light,"LED block candle in/out, set of 3",4
Candles and atmosphere light,LED block candle,2
Ceiling lamps and spotlights,Ceiling lamp,20
Ceiling lamps and spotlights,3-blade ceiling fan,15
Chairpads,Chair pad,35
Chest of drawers,3-drawer chest,245
Chest of drawers,Glass top,242
Chest of drawers,6-drawer dresser,8
Chest of drawers,6-drawer chest,6
Chest of drawers,5-drawer chest,4
Chest of drawers,8-drawer dresser,4
Chest of drawers,4-drawer chest,3
Children's accessories,Rug,131
Children's accessories,Headset and tablet stand,85
Children's accessories,Mirror,31
Children's accessories,Towel with hood,24
Children's accessories,"Curtains with tie-backs, 1 pair",15
Children's accessories,Storage bag,15
Children's accessories,Cushion cover,12
Children's accessories,Blanket,7
Children's accessories,Wall shelf for trophies,5
Children's accessories,Bath towel,2
Children's accessories,"Box, set of 4",2
Children's accessories,"Curtains, 1 pair",1
Children's lighting,LED night light,84
Children's lighting,LED wall lamp,5
Children`s study furniture and accessories,Desk,44
Children`s study furniture and accessories,Desk top shelf,17
Children`s study furniture and accessories,Desk pad,11
Children`s study furniture and accessories,Book holder,9
Children`s study furniture and accessories,Desk with pull-out storage unit,6
Children`s study furniture and accessories,Underframe for table top,4
Children`s study furniture and accessories,Organiser,3
Children`s study furniture and accessories,6-piece magnet set,2
Children`s study furniture and accessories,Backpack,2
Children`s study furniture and accessories,Desk top,2
Children`s study furniture and accessories,Gaming mouse pad,2
Children`s study furniture and accessories,Hanging organizer for accessories,1
Children´s small furniture,Children's table,295
Children´s small furniture,Children's table and 2 chairs,241
Children´s small furniture,Children's chair,201
Children´s small furniture,Children's desk,55
Children´s small furniture,Swivel armchair,39
Children´s small furniture,Activity table with storage,27
Children´s small furniture,Children's bench,10
Children´s small furniture,Children's armchair frame,7
Children´s small storage,Box with lid,237
Children´s small storage,Children's coat-hanger,121
Children´s small storage,Storage crate with castors,91
Children´s small storage,Knob rack with 4 knobs,31
Children´s small storage,Storage bag,28
Children´s small storage,Lid,21
Children´s small storage,Hanger for door,10
Children´s small storage,Box with castors and lid,8
Children´s storage furniture,Frame,484
Children´s storage furniture,Storage box,363
Children´s storage furniture,Storage combination with boxes,167
Children´s storage furniture,Wall storage,76
Children´s storage furniture,Mesh storage box,70
Children´s storage furniture,Lid,42
Children´s storage furniture,Bench with toy storage,28
Children´s storage furniture,Book display with storage,28
Children´s storage furniture,Storage tray with compartments,23
Children´s storage furniture,Storage combination,20
Children´s storage furniture,Toy storage with wheels,18
Children´s storage furniture,Shelf,16
Children´s storage furniture,Bench,11
Children´s storage furniture,Hook and clip,8
Children´s storage furniture,Mirror,8
Children´s storage furniture,Soft closing hinge,8
Children´s storage furniture,Drawer front,7
Children´s storage furniture,Clip-on handle,6
Children´s storage furniture,Handle,6
Children´s storage furniture,Door,5
Children´s storage furniture,Label holder,4
Children´s storage furniture,Box,3
Children´s storage furniture,Wall cabinet,3
Children´s storage furniture,Wire basket,2
Children´s storage furniture,Box with lid,1
Chopping boards,Chopping board,1479
Chopping boards,Butcher block,109
Chopping boards,Preparation bowl,38
Chopping boards,Flexible chopping board,29
Chopping boards,"Chopping board, set of 2",28
Chopping boards,Serving plate,17
Chopping boards,Cutting board,5
Cleaning & cleaning accessories,Shower squeegee,486
Cleaning & cleaning accessories,Dust pan and brush,108
Cleaning & cleaning accessories,Spray bottle,56
Cleaning & cleaning accessories,Scrubbing pad,10
Cleaning & cleaning accessories,2-piece microfibre pad for flat mop,8
Cleaning & cleaning accessories,Bristle refill for brush head,6
Cleaning & cleaning accessories,Wash-tub,6
Cleaning & cleaning accessories,Microfibre cleaning pad,5
Cleaning & cleaning accessories,Gap cleaning cover,4
Cleaning & cleaning accessories,Dustpan/broom,2
Cleaning & cleaning accessories,Microfibre cloth,2
Cleaning & cleaning accessories,Duster cover,1
Cleaning & cleaning accessories,Microfiber cloth,1
Clocks,Wall clock,203
Clocks,Clock/thermometer/alarm/timer,170
Clocks,Alarm clock,140
Clocks,Clock/thermometer/alarm,17
Clothes and shoe organisers,Storage case,754
Clothes and shoe organisers,Shoe organiser,169
Clothes and shoe organisers,Shoe bag,101
Clothes and shoe organisers,Clothes cover,35
Clothes and shoe organisers,Shoe organizer,16
Clothes and shoe organisers,Basket,4
Clothes and shoe organisers,Shoe box,3
Coffee and tea accessories,Coffee/tea maker,436
Coffee and tea accessories,Teapot,309
Coffee and tea accessories,Vacuum flask,286
Coffee and tea accessories,Kettle,195
Coffee and tea accessories,French press coffee maker,164
Coffee and tea accessories,Tea infuser,162
Coffee and tea accessories,Metal coffee filter,84
Coffee and tea accessories,Coffee/tea canister,58
Coffee and tea accessories,Coffee/tea tin,46
Coffee and tea accessories,Milk-frothing jug,31
Coffee and tea accessories,Coffee measuring scoop,16
Coffee and tea accessories,Milk/cream jug,5
Coffee and tea accessories,Jar with lid,2
Comfort toys,Soft toy,97
Complementary bedroom furniture,Clothes rack,509
Complementary bedroom furniture,Dressing table,254
Complementary bedroom furniture,Standing mirror,120
Complementary bedroom furniture,Room divider,96
Complementary bedroom furniture,Dressing table with mirror,52
Complementary bedroom furniture,"Clothes rack, indoor/outdoor",47
Complementary bedroom furniture,Clothes bar,45
Complementary bedroom furniture,Console table,36
Complementary bedroom furniture,Storage bench,30
Complementary bedroom furniture,Shelf unit,7
Complementary workspaces items,Laptop stand,407
Complementary workspaces items,Floor protector,283
Complementary workspaces items,Monitor stand with drawer,211
Complementary workspaces items,Footrest,58
Complementary workspaces items,"Box, set of 5",45
Complementary workspaces items,Cable trunking horizontal,41
Complementary workspaces items,Laptop support,12
Complementary workspaces items,Noticeboard,11
Complementary workspaces items,Padlock,9
Complementary workspaces items,"Screen, freestanding",6
Complementary workspaces items,Whiteboard/noticeboard with castors,5
Complementary workspaces items,Screen for desk,3
Complete kitchen cabinets,Base corner cabinet,6
Complete kitchen cabinets,Wall cabinet with doors,3
Connectivity & control,Lighting kit with hub,1
Cookers,Range with induction cooktop,24
Cookers,Range with gas cooktop,19
Cookers,Range with glass ceramic cooktop,11
Cooking textiles,Tea towel,458
Cooking textiles,Dish towel,351
Cooking textiles,Tea-towel,212
Cooking textiles,Apron,149
Cooking textiles,Dish-cloth,140
Cooking textiles,Pot holder,67
Cooking textiles,Children's apron,39
Cooking textiles,Children’s apron with chef’s hat,17
Cooking textiles,Oven glove,12
Cooking textiles,Oven mitt,11
Cooking textiles,Waist apron,8
Cooking utensils,Spoon,339
Cooking utensils,Turner,275
Cooking utensils,3-piece kitchen utensil set,194
Cooking utensils,Cooking tweezers,125
Cooking utensils,Tongs,117
Cooking utensils,Angled turner,107
Cooking utensils,"Whisk, set of 2",93
Cooking utensils,Balloon whisk,80
Cooking utensils,4-piece kitchen utensil set,76
Cooking utensils,Wok turner,64
Cooking utensils,Deep-fry skimmer,56
Cooking utensils,Wok spatula,56
Cooking utensils,Fork,47
Cooking utensils,Squeeze bottle,46
Cooking utensils,5-piece kitchen utensil set,41
Cooking utensils,Potato masher,39
Cooking utensils,Soup ladle,39
Cooking utensils,Barbecue brush,27
Cooking utensils,Spatula,24
Cooking utensils,Rice ladle,13
Cooking utensils,Skimmer,9
Cooking utensils,Ladle,3
Creativity,Easel,159
Creativity,Drawing paper roll,142
Creativity,"Brush, set of 6",87
Creativity,Chalk,74
Creativity,Coloured pencil,57
Creativity,Fluorescent/glitter paint,57
Creativity,Watercolour box,56
Creativity,Paper,47
Creativity,Beads,40
Creativity,Apron with long sleeves,33
Creativity,"Bead shape, set of 4",24
Creativity,Paper roll holder with storage,19
Creativity,Canvas pad,10
Creativity,Colouring paper roll,10
Creativity,Framed drawing cardboard,9
Creativity,"Modelling dough cutters, set of 5",8
Creativity,4-piece modelling dough toolset,7
Creativity,3-piece easel and accessories set,4
Creativity,Artwork storage,2
Curtain rods and systems,Curtain rod,394
Curtain rods and systems,Wall/ceiling bracket,215
Curtain rods and systems,"Finials, 1 pair",164
Curtain rods and systems,Curtain wire,143
Curtain rods and systems,Curtain ring with clip and hook,131
Curtain rods and systems,Curtain rod set,117
Curtain rods and systems,Iron-on hemming strip,52
Curtain rods and systems,Curtain rod combination,51
Curtain rods and systems,Curtain hook with clip,47
Curtain rods and systems,Curtain rod holder,47
Curtain rods and systems,Curtain hook,41
Curtain rods and systems,Wall fitting,39
Curtain rods and systems,Triple track rail,32
Curtain rods and systems,Single track rail,28
Curtain rods and systems,Tieback,28
Curtain rods and systems,Glider and hook,25
Curtain rods and systems,Double curtain rod set,24
Curtain rods and systems,Support/corner fixture,24
Curtain rods and systems,Panel curtain holder,23
Curtain rods and systems,Double curtain rod combination,22
Curtain rods and systems,Single track set,18
Curtain rods and systems,Single track rail with gliders,16
Curtain rods and systems,Draw rod,14
Curtain rods and systems,Triple curtain rod combination,9
Curtain rods and systems,"Corner piece, single track",4
Curtain rods and systems,Corner set,4
Curtain rods and systems,Two track wall set,4
Curtain rods and systems,Room divider for corner,2
Curtain rods and systems,Set for panel curtains,2
Curtain rods and systems,Single and triple track set,1
Curtains and window panels,"Room darkening curtains, 1 pair",512
Curtains and window panels,"Curtains with tie-backs, 1 pair",366
Curtains and window panels,"Curtains, 1 pair",337
Curtains and window panels,"Sheer curtains, 1 pair",273
Curtains and window panels,Panel curtain,127
Curtains and window panels,"Black-out curtains, 1 pair",93
Curtains and window panels,"Curtain liners, 1 pair",60
Curtains and window panels,Sound absorbing panel,7
Curtains and window panels,"Blackout curtains, 1 pair",4
Cushions,Cushion cover,1819
Cushions,Cushion,25
Cutlery,16-piece cutlery set,256
Cutlery,Knife,128
Cutlery,Spoon,106
Cutlery,Chopsticks 4 pairs,100
Cutlery,60-piece cutlery set,98
Cutlery,Salad/dessert fork,73
Cutlery,Fork,71
Cutlery,Dessert spoon,70
Cutlery,Coffee spoon,53
Cutlery,20-piece flatware set,49
Cutlery,56-piece cutlery set,32
Cutlery,Teaspoon,31
Cutlery,30-piece cutlery set,22
Cutlery,2-piece salad server set,18
Cutlery,16-piece flatware set,13
Cutlery,4-piece serving set,10
Cutlery,"Chopsticks, 4 pairs",6
Cutlery,"Serving set, 2 pieces",3
Cutlery,8-piece steak cutlery set,1
Desk and clamp lamps,LED USB lamp,89
Dinnerware,Bowl,1198
Dinnerware,Plate,717
Dinnerware,Side plate,487
Dinnerware,Deep plate/bowl,392
Dinnerware,Deep plate,204
Dinnerware,18-piece service,186
Dinnerware,18-piece dinnerware set,63
Dinnerware,24-piece dinnerware set,51
Dinnerware,12 piece dinnerware set,39
Dinnerware,Plate with compartments,30
Dinnerware,Bowl with lid,17
Dinnerware,Dessert bowl,15
Dinnerware,"Sauce dish, set of 2",2
Dishwashers,Built-in dishwasher,51
Display cabinets,Glass-door cabinet,1157
Display cabinets,Bookcase,240
Display cabinets,Bookcase with glass doors,239
Display cabinets,Cabinet with glass doors,194
Display cabinets,Glass-door cabinet with 3 drawers,109
Display cabinets,Cabinet with doors,101
Display cabinets,Storage combination w/glass doors,84
